run_id,scale,structure,pe_type,mixing_ratio,epoch,params_count,wasserstein_dist,id_loss,ood_loss,seed
small_deep_rope_ratio1.0_N1000000,small,deep,rope,1.0,3,5733888,2.7759775519709606,0.9514354820294149,1.377011454905184,42
small_deep_rope_ratio1.0_N1000000,small,deep,rope,1.0,3,5733888,2.763189927006085,0.3985701010384319,0.8908092694677365,42
small_wide_ape_ratio0.0_N1000000,small,wide,ape,0.0,1,6112512,0.2733985140634013,0.37689654159423946,2.0018972765904266,42
small_wide_ape_ratio0.0_N1000000,small,wide,ape,0.0,2,6112512,0.2733985140634013,0.3745612824130851,2.0042824314806027,42
small_wide_ape_ratio0.0_N1000000,small,wide,ape,0.0,3,6112512,0.2733985140634013,0.37462648623587225,2.0043178507314323,42
small_wide_ape_ratio0.0_N1000000,small,wide,ape,0.0,3,6112512,0.1904163624038711,0.13133253535149728,1.9837004477810707,42
small_wide_ape_ratio0.5_N1000000,small,wide,ape,0.5,1,6112512,2.7834299721901647,0.44928942453068543,0.606831363976573,42
small_wide_ape_ratio0.5_N1000000,small,wide,ape,0.5,2,6112512,2.7834299721901647,0.44518292617157595,0.6016387747118648,42
small_wide_ape_ratio0.5_N1000000,small,wide,ape,0.5,3,6112512,2.7834299721901647,0.44516016984992013,0.6015692871218672,42
small_wide_ape_ratio0.5_N1000000,small,wide,ape,0.5,3,6112512,2.7912156890041175,0.18061014774397863,0.2543316537597377,42
small_wide_ape_ratio1.0_N1000000,small,wide,ape,1.0,3,6112512,2.763189927006085,0.11865536834272887,1.4372490038977395,42
small_wide_rope_ratio0.0_N1000000,small,wide,rope,0.0,1,6114432,0.2733985140634013,0.379791568840861,1.0014258975418993,42
small_wide_rope_ratio0.0_N1000000,small,wide,rope,0.0,2,6114432,0.2733985140634013,0.37438623881553446,0.9998973999350977,42
small_wide_rope_ratio0.0_N1000000,small,wide,rope,0.0,3,6114432,0.2733985140634013,0.3742503781833917,1.0007236802730317,42
small_wide_rope_ratio0.0_N1000000,small,wide,rope,0.0,3,6114432,0.1904163624038711,0.1746895762967209,0.7978756927950367,42
small_wide_rope_ratio0.5_N1000000,small,wide,rope,0.5,1,6114432,2.7834299721901647,0.39629453233898143,0.5402252833111979,42
small_wide_rope_ratio0.5_N1000000,small,wide,rope,0.5,2,6114432,2.7834299721901647,0.39232846099854735,0.5343652149549307,42
small_wide_rope_ratio0.5_N1000000,small,wide,rope,0.5,3,6114432,2.7834299721901647,0.3921865850229702,0.5342930856223305,42
small_wide_rope_ratio0.5_N1000000,small,wide,rope,0.5,3,6114432,2.7912156890041175,0.19171642296144922,0.2645785253328882,42
small_wide_rope_ratio1.0_N1000000,small,wide,rope,1.0,1,6114432,2.7759775519709606,0.3956834904830474,0.8324083455454427,42
small_wide_rope_ratio1.0_N1000000,small,wide,rope,1.0,2,6114432,2.7759775519709606,0.3822399246723146,0.820684899346897,42
small_wide_rope_ratio1.0_N1000000,small,wide,rope,1.0,3,6114432,2.7759775519709606,0.38208747912398383,0.8215329923187963,42
small_wide_rope_ratio1.0_N1000000,small,wide,rope,1.0,3,6114432,2.763189927006085,0.14159973706485213,0.573974985700504,42
medium_balanced_ape_ratio0.0_N1000000,medium,balanced,ape,0.0,1,86632704,0.1904163624038711,0.05217212501465512,2.7866187222019025,42
medium_balanced_ape_ratio0.0_N1000000,medium,balanced,ape,0.0,2,86632704,0.1904163624038711,0.046751527068064645,2.7768694732951213,42
medium_balanced_ape_ratio0.0_N1000000,medium,balanced,ape,0.0,3,86632704,0.1904163624038711,0.04657805891578917,2.781412442462354,42
medium_balanced_ape_ratio0.5_N1000000,medium,balanced,ape,0.5,1,86632704,2.7912156890041175,0.05521564318052948,0.10340962785331509,42
medium_balanced_ape_ratio0.5_N1000000,medium,balanced,ape,0.5,2,86632704,2.7912156890041175,0.044068535581297856,0.0849939852383486,42
medium_balanced_ape_ratio0.5_N1000000,medium,balanced,ape,0.5,3,86632704,2.7912156890041175,0.040393321781454376,0.07964795882439916,42
medium_balanced_ape_ratio1.0_N1000000,medium,balanced,ape,1.0,1,86632704,2.763189927006085,0.04442312053459532,1.5708880091581163,42
medium_balanced_ape_ratio1.0_N1000000,medium,balanced,ape,1.0,2,86632704,2.763189927006085,0.03743456631794009,1.552706518607914,42
medium_balanced_ape_ratio1.0_N1000000,medium,balanced,ape,1.0,3,86632704,2.763189927006085,0.03550736367182898,1.5872163782074193,42
medium_balanced_rope_ratio0.0_N1000000,medium,balanced,rope,0.0,1,86636544,0.1904163624038711,0.09879387051934171,0.7883779761157458,42
medium_balanced_rope_ratio0.0_N1000000,medium,balanced,rope,0.0,2,86636544,0.1904163624038711,0.09293484756403872,0.7845070645024504,42
medium_balanced_rope_ratio0.0_N1000000,medium,balanced,rope,0.0,3,86636544,0.1904163624038711,0.09268150216592547,0.7845510402812234,42
medium_balanced_rope_ratio0.5_N1000000,medium,balanced,rope,0.5,1,86636544,2.7912156890041175,0.11139692397564269,0.19157850780064548,42
medium_balanced_rope_ratio0.5_N1000000,medium,balanced,rope,0.5,2,86636544,2.7912156890041175,0.10226194914954398,0.18061145838302903,42
medium_balanced_rope_ratio0.5_N1000000,medium,balanced,rope,0.5,3,86636544,2.7912156890041175,0.10189810175153301,0.1799687546076654,42
medium_balanced_rope_ratio1.0_N1000000,medium,balanced,rope,1.0,1,86636544,2.763189927006085,0.08010592127738096,0.5935762594395046,42
medium_balanced_rope_ratio1.0_N1000000,medium,balanced,rope,1.0,2,86636544,2.763189927006085,0.07509811765626263,0.5937133129638962,42
medium_balanced_rope_ratio1.0_N1000000,medium,balanced,rope,1.0,3,86636544,2.763189927006085,0.06848260578690472,0.5886850907544422,42
medium_deep_ape_ratio0.0_N1000000,medium,deep,ape,0.0,1,76709376,0.1904163624038711,0.10951708170497204,2.18589311177972,42
medium_deep_ape_ratio0.0_N1000000,medium,deep,ape,0.0,2,76709376,0.1904163624038711,0.09014167729050607,2.1968809088951424,42
medium_deep_ape_ratio0.0_N1000000,medium,deep,ape,0.0,3,76709376,0.1904163624038711,0.08967630251708543,2.1958199299966235,42
medium_deep_ape_ratio0.5_N1000000,medium,deep,ape,0.5,1,76709376,2.7912156890041175,0.10496466037105112,0.17965084861350966,42
medium_deep_ape_ratio0.5_N1000000,medium,deep,ape,0.5,2,76709376,2.7912156890041175,0.08690965500519708,0.15424936028975475,42
medium_deep_ape_ratio0.5_N1000000,medium,deep,ape,0.5,3,76709376,2.7912156890041175,0.08636142006691765,0.1534754028425941,42
medium_deep_ape_ratio1.0_N1000000,medium,deep,ape,1.0,1,76709376,2.763189927006085,0.09540353736380482,1.444616192881065,42
medium_deep_ape_ratio1.0_N1000000,medium,deep,ape,1.0,2,76709376,2.763189927006085,0.08481850503655651,1.444937433434438,42
medium_deep_ape_ratio1.0_N1000000,medium,deep,ape,1.0,3,76709376,2.763189927006085,0.08439465007170692,1.4418842849097675,42
medium_deep_rope_ratio0.0_N1000000,medium,deep,rope,0.0,1,76711936,0.1904163624038711,0.14758238769934307,0.8353472631188887,42
medium_deep_rope_ratio0.0_N1000000,medium,deep,rope,0.0,2,76711936,0.1904163624038711,0.14078973891103969,0.8434463912927652,42
medium_deep_rope_ratio0.0_N1000000,medium,deep,rope,0.0,3,76711936,0.1904163624038711,0.14059405440412215,0.8443259630776658,42
medium_deep_rope_ratio0.5_N1000000,medium,deep,rope,0.5,1,76711936,2.7912156890041175,0.17232591083363805,0.29098231675504127,42
medium_deep_rope_ratio0.5_N1000000,medium,deep,rope,0.5,2,76711936,2.7912156890041175,0.16570951625742875,0.2829786480604848,42
medium_deep_rope_ratio0.5_N1000000,medium,deep,rope,0.5,3,76711936,2.7912156890041175,0.16546432527206134,0.28271332269982447,42
medium_deep_rope_ratio1.0_N1000000,medium,deep,rope,1.0,1,76711936,2.763189927006085,0.1267887776636559,0.6657665390757066,42
medium_deep_rope_ratio1.0_N1000000,medium,deep,rope,1.0,2,76711936,2.763189927006085,0.12165148932572521,0.6630825349424458,42
medium_deep_rope_ratio1.0_N1000000,medium,deep,rope,1.0,3,76711936,2.763189927006085,0.12148071317683401,0.663690126583546,42
medium_wide_ape_ratio0.0_N1000000,medium,wide,ape,0.0,1,77681664,0.1904163624038711,0.10678066865867361,2.8309045896122726,42
medium_wide_ape_ratio0.0_N1000000,medium,wide,ape,0.0,2,77681664,0.1904163624038711,0.08931228535635696,2.8361679483440856,42
medium_wide_ape_ratio0.0_N1000000,medium,wide,ape,0.0,3,77681664,0.1904163624038711,0.08903648379399344,2.83421093791346,42
medium_wide_ape_ratio0.5_N1000000,medium,wide,ape,0.5,1,77681664,2.7912156890041175,0.07402251909494095,0.13788968692474726,42
medium_wide_ape_ratio0.5_N1000000,medium,wide,ape,0.5,2,77681664,2.7912156890041175,0.06805153342578417,0.1289877945297881,42
medium_wide_ape_ratio0.5_N1000000,medium,wide,ape,0.5,3,77681664,2.7912156890041175,0.06791830821739286,0.12877957390833505,42
medium_wide_ape_ratio1.0_N1000000,medium,wide,ape,1.0,1,77681664,2.763189927006085,0.05026315917234744,1.5295378306432614,42
medium_wide_ape_ratio1.0_N1000000,medium,wide,ape,1.0,2,77681664,2.763189927006085,0.0479891291674217,1.541449138352388,42
medium_wide_ape_ratio1.0_N1000000,medium,wide,ape,1.0,3,77681664,2.763189927006085,0.04789073569009371,1.5420571390209319,42
medium_wide_rope_ratio0.0_N1000000,medium,wide,rope,0.0,1,77686784,0.1904163624038711,0.11492034734781746,0.9414933936882622,42
medium_wide_rope_ratio0.0_N1000000,medium,wide,rope,0.0,2,77686784,0.1904163624038711,0.10738399157972287,0.9417860496647751,42
medium_wide_rope_ratio0.0_N1000000,medium,wide,rope,0.0,3,77686784,0.1904163624038711,0.10709491917086988,0.940658634599251,42
medium_wide_rope_ratio0.5_N1000000,medium,wide,rope,0.5,1,77686784,2.7912156890041175,0.11183045747334999,0.18501873748211922,42
medium_wide_rope_ratio0.5_N1000000,medium,wide,rope,0.5,2,77686784,2.7912156890041175,0.10410549269650904,0.17513019384085377,42
medium_wide_rope_ratio0.5_N1000000,medium,wide,rope,0.5,3,77686784,2.7912156890041175,0.10389646105563549,0.1750355671289601,42
medium_wide_rope_ratio1.0_N1000000,medium,wide,rope,1.0,1,77686784,2.763189927006085,0.077713436587616,0.6155873982212211,42
medium_wide_rope_ratio1.0_N1000000,medium,wide,rope,1.0,2,77686784,2.763189927006085,0.07202749193438789,0.6107330078942866,42
medium_wide_rope_ratio1.0_N1000000,medium,wide,rope,1.0,3,77686784,2.763189927006085,0.07188794105444722,0.6111151594904405,42
large_balanced_ape_ratio0.0_N1000000,large,balanced,ape,0.0,1,86632704,0.1904163624038711,0.04825224082199565,2.740577549406677,42
large_balanced_ape_ratio0.0_N1000000,large,balanced,ape,0.0,2,86632704,0.1904163624038711,0.037654537614613716,2.7713442436259266,42
large_balanced_ape_ratio0.0_N1000000,large,balanced,ape,0.0,3,86632704,0.1904163624038711,0.03499901719791761,2.7775404357653892,42
large_balanced_ape_ratio0.5_N1000000,large,balanced,ape,0.5,1,86632704,2.7912156890041175,0.052925278850362155,0.0998936870675178,42
large_balanced_ape_ratio0.5_N1000000,large,balanced,ape,0.5,2,86632704,2.7912156890041175,0.04337356174013131,0.08304531924474011,42
large_balanced_ape_ratio0.5_N1000000,large,balanced,ape,0.5,3,86632704,2.7912156890041175,0.04018386571369565,0.07842558311523905,42
large_balanced_ape_ratio1.0_N1000000,large,balanced,ape,1.0,1,86632704,2.763189927006085,0.04377271680450943,1.5701088912927421,42
large_balanced_ape_ratio1.0_N1000000,large,balanced,ape,1.0,2,86632704,2.763189927006085,0.03833933551190987,1.5630520637247973,42
large_balanced_ape_ratio1.0_N1000000,large,balanced,ape,1.0,3,86632704,2.763189927006085,0.035270961277992466,1.573814800400643,42
large_balanced_rope_ratio0.0_N1000000,large,balanced,rope,0.0,1,86636544,0.1904163624038711,0.09395396087368711,0.7520089302283184,42
large_balanced_rope_ratio0.0_N1000000,large,balanced,rope,0.0,2,86636544,0.1904163624038711,0.08149845814731589,0.7351221116674933,42
large_balanced_rope_ratio0.0_N1000000,large,balanced,rope,0.0,3,86636544,0.1904163624038711,0.07643090317446455,0.7359548889717479,42
large_balanced_rope_ratio0.5_N1000000,large,balanced,rope,0.5,1,86636544,2.7912156890041175,0.10466698124308808,0.18451453455883987,42
large_balanced_rope_ratio0.5_N1000000,large,balanced,rope,0.5,2,86636544,2.7912156890041175,0.08874842750000328,0.16229931573579265,42
large_balanced_rope_ratio0.5_N1000000,large,balanced,rope,0.5,3,86636544,2.7912156890041175,0.0823156655058789,0.15415826496804597,42
large_balanced_rope_ratio1.0_N1000000,large,balanced,rope,1.0,1,86636544,2.763189927006085,0.07652992301847564,0.6002427755267756,42
large_balanced_rope_ratio1.0_N1000000,large,balanced,rope,1.0,2,86636544,2.763189927006085,0.06611408901258455,0.5985287864496753,42
large_balanced_rope_ratio1.0_N1000000,large,balanced,rope,1.0,3,86636544,2.763189927006085,0.06136282904506187,0.5922304331117375,42
large_deep_ape_ratio0.0_N1000000,large,deep,ape,0.0,1,341796096,0.1904163624038711,0.03322558110354615,2.8870977264633226,42
large_deep_ape_ratio0.0_N1000000,large,deep,ape,0.0,2,341796096,0.1904163624038711,0.02584665164861516,3.00024434722438,42
large_deep_ape_ratio0.0_N1000000,large,deep,ape,0.0,3,341796096,0.1904163624038711,0.023674462646036214,3.1038848684898985,42
large_deep_ape_ratio0.5_N1000000,large,deep,ape,0.5,1,341796096,2.7912156890041175,3.3938322167936534,3.7744724203826516,42
large_deep_ape_ratio0.5_N1000000,large,deep,ape,0.5,2,341796096,2.7912156890041175,3.3944798586693468,3.774123987574486,42
large_deep_ape_ratio0.5_N1000000,large,deep,ape,0.5,3,341796096,2.7912156890041175,3.392255085977468,3.7713095807725456,42
large_deep_ape_ratio1.0_N1000000,large,deep,ape,1.0,1,341796096,2.763189927006085,0.033861730085663205,1.7292962755272343,42
large_deep_ape_ratio1.0_N1000000,large,deep,ape,1.0,2,341796096,2.763189927006085,0.027948332234254192,1.771161418052236,42
large_deep_ape_ratio1.0_N1000000,large,deep,ape,1.0,3,341796096,2.763189927006085,0.025991129457130696,1.8468519602516653,42
large_deep_rope_ratio0.0_N1000000,large,deep,rope,0.0,1,341799936,0.1904163624038711,0.07210437454860026,0.8550601254223259,42
large_deep_rope_ratio0.0_N1000000,large,deep,rope,0.0,2,341799936,0.1904163624038711,0.05456592960811089,0.8657391571979614,42
large_deep_rope_ratio0.0_N1000000,large,deep,rope,0.0,3,341799936,0.1904163624038711,0.04806617111139243,0.8696458173120857,42
large_deep_rope_ratio0.5_N1000000,large,deep,rope,0.5,1,341799936,2.7912156890041175,0.0860055092691193,0.16638148547547638,42
large_deep_rope_ratio0.5_N1000000,large,deep,rope,0.5,2,341799936,2.7912156890041175,0.0692071050133792,0.14173950112549363,42
large_deep_rope_ratio0.5_N1000000,large,deep,rope,0.5,3,341799936,2.7912156890041175,0.06272750910340558,0.132370720053934,42
large_deep_rope_ratio1.0_N1000000,large,deep,rope,1.0,1,341799936,2.763189927006085,0.0649633179785194,0.6070853620767593,42
large_deep_rope_ratio1.0_N1000000,large,deep,rope,1.0,2,341799936,2.763189927006085,0.05526791518686371,0.6028939791166099,42
large_deep_rope_ratio1.0_N1000000,large,deep,rope,1.0,3,341799936,2.763189927006085,0.05147342983530793,0.5996027939543602,42
large_wide_ape_ratio0.0_N1000000,large,wide,ape,0.0,1,343134720,0.1904163624038711,0.03923236714081359,3.3123081512511914,42
large_wide_ape_ratio0.0_N1000000,large,wide,ape,0.0,2,343134720,0.1904163624038711,0.03105045888413242,3.4119472915816837,42
large_wide_ape_ratio0.0_N1000000,large,wide,ape,0.0,3,343134720,0.1904163624038711,0.02921211626797781,3.474463789587378,42
large_wide_ape_ratio0.5_N1000000,large,wide,ape,0.5,1,343134720,2.7912156890041175,0.03930177379897674,0.08128326723150386,42
large_wide_ape_ratio0.5_N1000000,large,wide,ape,0.5,2,343134720,2.7912156890041175,0.03304865874316703,0.07143678736819584,42
large_wide_ape_ratio0.5_N1000000,large,wide,ape,0.5,3,343134720,2.7912156890041175,0.03100250480232983,0.06930288041283371,42
large_wide_ape_ratio1.0_N1000000,large,wide,ape,1.0,1,343134720,2.763189927006085,0.03302871689357707,1.7650827214976026,42
large_wide_ape_ratio1.0_N1000000,large,wide,ape,1.0,2,343134720,2.763189927006085,0.02958937120634016,1.7971949392727986,42
large_wide_ape_ratio1.0_N1000000,large,wide,ape,1.0,3,343134720,2.763189927006085,0.02844360447295072,1.8374892453289335,42
large_wide_rope_ratio0.0_N1000000,large,wide,rope,0.0,1,343142400,0.1904163624038711,0.059123806996236455,0.8455241594439858,42
large_wide_rope_ratio0.0_N1000000,large,wide,rope,0.0,2,343142400,0.1904163624038711,0.047488187959921796,0.866635781042515,42
large_wide_rope_ratio0.0_N1000000,large,wide,rope,0.0,3,343142400,0.1904163624038711,0.04345249591522772,0.8628795005998035,42
large_wide_rope_ratio0.5_N1000000,large,wide,rope,0.5,1,343142400,2.7912156890041175,0.06125706786758154,0.1167539600638827,42
large_wide_rope_ratio0.5_N1000000,large,wide,rope,0.5,2,343142400,2.7912156890041175,0.05080839198604655,0.1002350713417029,42
large_wide_rope_ratio0.5_N1000000,large,wide,rope,0.5,3,343142400,2.7912156890041175,0.04700122440921444,0.09453245764894849,42
large_wide_rope_ratio1.0_N1000000,large,wide,rope,1.0,1,343142400,2.763189927006085,0.04649752806288191,0.5443523296979582,42
large_wide_rope_ratio1.0_N1000000,large,wide,rope,1.0,2,343142400,2.763189927006085,0.04007807038176235,0.544796965731557,42
large_wide_rope_ratio1.0_N1000000,large,wide,rope,1.0,3,343142400,2.763189927006085,0.03730801155913433,0.5474169748319182,42
